time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/explained_variance,train/approx_kl,train/clip_fraction,train/loss,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/entropy_loss,train/clip_range,train/value_loss,eval/mean_reward,eval/mean_ep_length
1,64,14.0,-80.931749,0,425,,,,,,,,,,,,
2,128,14.0,-80.931749,0,886,0.0023565292358398438,0.01066758,0.0234375,676.1712036132812,-0.04487760029733181,10,0.0003,-10.35523042678833,0.2,1396.2471923828125,,
3,192,22.0,-125.0221945,0,1349,1.1920928955078125e-07,0.010377924,0.03125,698.4393920898438,-0.04525396507233381,20,0.0003,-10.344770812988282,0.2,1411.720654296875,,
4,256,22.0,-125.0221945,0,1764,-1.1920928955078125e-07,0.007921223,0.025,749.556884765625,-0.04136621728539467,30,0.0003,-10.328810596466065,0.2,1512.6734497070313,,
5,320,45.25,-239.65107775,0,2178,5.960464477539063e-08,0.00744278,0.0078125,702.8438720703125,-0.0396339075639844,40,0.0003,-10.316028213500976,0.2,1417.1686401367188,,
6,384,52.4,-281.76184700000005,0,2657,0.0,0.008388444,0.028125,526.6373901367188,-0.03812917172908783,50,0.0003,-10.307358264923096,0.2,1062.5441040039063,,
7,448,48.5,-257.9257548333334,0,3096,5.960464477539063e-08,0.00933009,0.0328125,1022.2207641601562,-0.03882765434682369,60,0.0003,-10.292426490783692,0.2,2056.247106933594,,
,512,,,,,1.7881393432617188e-07,0.005723533,0.0046875,647.0514526367188,-0.034751695767045024,70,0.0003,-10.278273487091065,0.2,1302.8543212890625,-309.0159138,132.6
8,512,47.125,-255.68802499999998,0,6320,,,,,,,,,,,,
9,576,44.111111111111114,-239.11681011111108,0,6729,5.960464477539063e-08,0.006100571,0.0140625,869.9312744140625,-0.03285973835736513,80,0.0003,-10.277079677581787,0.2,1749.1548095703124,,
10,640,50.90909090909091,-271.69744490909085,0,7135,1.7881393432617188e-07,0.0069114286,0.0140625,649.0543823242188,-0.03431780710816383,90,0.0003,-10.244952201843262,0.2,1305.5642578125,,
11,704,50.90909090909091,-271.69744490909085,0,7490,-1.1920928955078125e-07,0.010347788,0.03125,568.7550048828125,-0.04330454403534532,100,0.0003,-10.217523860931397,0.2,1144.1238403320312,,
12,768,50.90909090909091,-271.69744490909085,0,7883,1.1920928955078125e-07,0.011766544,0.0578125,378.4637145996094,-0.04666231237351894,110,0.0003,-10.186844158172608,0.2,762.6350646972656,,
13,832,53.75,-285.31403291666663,0,8283,0.0,0.007705616,0.025,533.952880859375,-0.034754921682178974,120,0.0003,-10.17165403366089,0.2,1074.155810546875,,
14,896,56.38461538461539,-293.2452416923077,0,8663,-1.1920928955078125e-07,0.010335488,0.0359375,510.0661926269531,-0.03992632366716862,130,0.0003,-10.157701873779297,0.2,1025.8604248046875,,
15,960,58.714285714285715,-302.8134945714286,0,9052,1.1920928955078125e-07,0.012943729,0.0515625,386.4285583496094,-0.0521384509280324,140,0.0003,-10.125921726226807,0.2,777.9657531738281,,
,1024,,,,,0.0,0.014150036,0.071875,440.68487548828125,-0.0381946325302124,150,0.0003,-10.089711380004882,0.2,886.8273681640625,-271.1628538,200.0
16,1024,61.0,-307.2428283333333,0,12151,,,,,,,,,,,,
17,1088,57.75,-289.95158987499997,0,12520,1.1920928955078125e-07,0.007732114,0.015625,385.7244567871094,-0.03696484062820673,160,0.0003,-10.069101715087891,0.2,776.2856750488281,,
18,1152,57.75,-289.95158987499997,0,12839,-1.1920928955078125e-07,0.012087294,0.05,386.2665710449219,-0.04689995963126421,170,0.0003,-10.04317502975464,0.2,777.1708984375,,
19,1216,57.75,-289.95158987499997,0,13203,-1.1920928955078125e-07,0.010458134,0.0328125,392.7790222167969,-0.04125814400613308,180,0.0003,-10.018542766571045,0.2,790.5501220703125,,
20,1280,62.31578947368421,-295.56936684210524,0,13547,0.0,0.013777612,0.0625,318.8118591308594,-0.04561955071985722,190,0.0003,-9.991140937805175,0.2,641.8338989257812,,
21,1344,62.31578947368421,-295.56936684210524,0,13859,0.0,0.015737891,0.0640625,280.6841125488281,-0.05086729675531387,200,0.0003,-9.924252605438232,0.2,565.1430603027344,,
22,1408,60.55,-285.20833964999997,0,14151,-1.1920928955078125e-07,0.019862168,0.0984375,274.27978515625,-0.05115817245095968,210,0.0003,-9.84021463394165,0.2,552.657470703125,,
23,1472,62.57142857142857,-288.8748598095238,0,14438,1.7881393432617188e-07,0.018446798,0.090625,280.86370849609375,-0.054903632309287784,220,0.0003,-9.735432529449463,0.2,565.6432312011718,,
,1536,,,,,0.0,0.03601335,0.1890625,170.29110717773438,-0.05857964679598808,230,0.0003,-9.612387371063232,0.2,343.64564819335936,-182.3833692,400.0
24,1536,62.57142857142857,-288.8748598095238,0,17536,,,,,,,,,,,,
25,1600,62.57142857142857,-288.8748598095238,0,17767,1.7881393432617188e-07,0.02479199,0.140625,118.341552734375,-0.05779877230525017,240,0.0003,-9.444404411315919,0.2,239.3946319580078,,
26,1664,61.54545454545455,-279.2559337272727,0,18015,1.7881393432617188e-07,0.03269295,0.190625,106.31593322753906,-0.06554505676031112,250,0.0003,-9.33465518951416,0.2,215.3544448852539,,
27,1728,61.54545454545455,-279.2559337272727,0,18266,0.0,0.01563073,0.0671875,155.564453125,-0.050496689043939114,260,0.0003,-9.288826179504394,0.2,313.8494079589844,,
28,1792,67.41666666666667,-286.0989309166667,0,18499,1.1920928955078125e-07,0.018480416,0.103125,145.2804412841797,-0.05726625081151724,270,0.0003,-9.237160682678223,0.2,293.5495574951172,,
29,1856,67.41666666666667,-286.0989309166667,0,18711,0.0,0.021068525,0.1078125,70.55125427246094,-0.05170203000307083,280,0.0003,-9.260340023040772,0.2,143.12869415283203,,
30,1920,70.28,-286.5137444,0,18896,0.0,0.024044054,0.1109375,115.9473876953125,-0.058888149447739124,290,0.0003,-9.283000278472901,0.2,234.51983795166015,,
31,1984,70.28,-286.5137444,0,19118,-1.1920928955078125e-07,0.03198516,0.1875,82.8201904296875,-0.06837963983416558,300,0.0003,-9.126916122436523,0.2,167.73932342529298,,
,2048,,,,,1.1920928955078125e-07,0.015331095,0.0671875,110.79556274414062,-0.042187807336449626,310,0.0003,-9.02089490890503,0.2,224.2593017578125,-183.50346019999998,400.0
32,2048,70.28,-286.5137444,0,22181,,,,,,,,,,,,
33,2112,70.28,-286.5137444,0,22409,0.0,0.03908418,0.2234375,77.41106414794922,-0.06710424963384867,320,0.0003,-8.90566053390503,0.2,157.04663848876953,,
34,2176,70.28,-286.5137444,0,22592,-1.1920928955078125e-07,0.022339385,0.1125,88.94001007080078,-0.05772438980638981,330,0.0003,-8.768190383911133,0.2,180.33865814208986,,
35,2240,70.28,-286.5137444,0,22791,0.0,0.022428777,0.1078125,70.68074798583984,-0.06548334956169129,340,0.0003,-8.625446033477782,0.2,143.51550903320313,,
36,2304,70.28,-286.5137444,0,22982,0.0,0.016905047,0.084375,54.575218200683594,-0.05311267301440239,350,0.0003,-8.534307289123536,0.2,111.05680541992187,,
37,2368,74.38461538461539,-287.0148689230769,0,23153,-1.1920928955078125e-07,0.02328303,0.1171875,57.7479248046875,-0.05854783840477466,360,0.0003,-8.451761817932129,0.2,117.43111267089844,,
38,2432,77.81481481481481,-287.4707921111111,0,23304,0.0,0.044985138,0.253125,49.78737258911133,-0.06423825770616531,370,0.0003,-8.246609973907471,0.2,101.04267807006836,,
39,2496,77.81481481481481,-287.4707921111111,0,23470,0.0,0.0398153,0.228125,23.083398818969727,-0.07482690773904324,380,0.0003,-8.166127777099609,0.2,47.27712631225586,,
,2560,,,,,-1.1920928955078125e-07,0.027839454,0.1640625,41.43293762207031,-0.05967306792736053,390,0.0003,-8.113980674743653,0.2,84.55892181396484,-182.77224900000002,400.0
40,2560,81.57142857142857,-286.99539878571426,0,26452,,,,,,,,,,,,
41,2624,81.57142857142857,-286.99539878571426,0,26623,0.0,0.020205291,0.1015625,40.1297721862793,-0.05707571972161531,400,0.0003,-7.9897936344146725,0.2,81.85218505859375,,
42,2688,85.10344827586206,-285.9892193448275,0,26801,5.960464477539063e-08,0.02349067,0.128125,50.37944412231445,-0.054522193502634764,410,0.0003,-7.845370483398438,0.2,102.52865219116211,,
43,2752,85.10344827586206,-285.9892193448275,0,26928,-1.1920928955078125e-07,0.024109166,0.1265625,41.918766021728516,-0.05970817357301712,420,0.0003,-7.703430414199829,0.2,85.26776809692383,,
44,2816,85.10344827586206,-285.9892193448275,0,27081,-1.1920928955078125e-07,0.04591059,0.24375,18.989643096923828,-0.07741947658360004,430,0.0003,-7.549782180786133,0.2,39.246345138549806,,
45,2880,85.10344827586206,-285.9892193448275,0,27229,0.0,0.021040674,0.096875,41.016788482666016,-0.05375417321920395,440,0.0003,-7.424979543685913,0.2,83.66963119506836,,
46,2944,85.10344827586206,-285.9892193448275,0,27338,0.0,0.039559312,0.2015625,30.082746505737305,-0.0767431154847145,450,0.0003,-7.256072854995727,0.2,61.633917236328124,,
47,3008,85.10344827586206,-285.9892193448275,0,27450,-1.1920928955078125e-07,0.049130376,0.2484375,9.902323722839355,-0.08052497822791338,460,0.0003,-6.994247531890869,0.2,20.78281726837158,,
,3072,,,,,0.0,0.029982774,0.175,14.002896308898926,-0.05834050439298153,470,0.0003,-6.7442710399627686,0.2,29.066589164733887,-182.77257920000002,400.0
48,3072,85.10344827586206,-285.9892193448275,0,30398,,,,,,,,,,,,
49,3136,85.10344827586206,-285.9892193448275,0,30510,-1.1920928955078125e-07,0.031461973,0.1703125,17.1268253326416,-0.06349703930318355,480,0.0003,-6.619525671005249,0.2,35.44088287353516,,
50,3200,85.10344827586206,-285.9892193448275,0,30617,5.960464477539063e-08,0.031113055,0.1625,14.894349098205566,-0.0600965260528028,490,0.0003,-6.553417348861695,0.2,30.889623641967773,,
51,3264,85.10344827586206,-285.9892193448275,0,30721,-1.1920928955078125e-07,0.033674337,0.1875,12.80873966217041,-0.0733257457613945,500,0.0003,-6.521224403381348,0.2,26.694685173034667,,
52,3328,85.10344827586206,-285.9892193448275,0,30827,0.0,0.033911195,0.1875,14.048120498657227,-0.06271658614277839,510,0.0003,-6.449989652633667,0.2,29.127000617980958,,
53,3392,85.10344827586206,-285.9892193448275,0,30924,0.0,0.03337422,0.203125,12.116095542907715,-0.06867782361805438,520,0.0003,-6.35713210105896,0.2,25.260320091247557,,
54,3456,91.46666666666667,-284.3912018666666,0,31018,0.0,0.038641103,0.2234375,11.385379791259766,-0.07520371414721012,530,0.0003,-6.300806999206543,0.2,23.81939067840576,,
55,3520,97.09677419354838,-283.4681317741935,0,31109,0.0,0.06282024,0.3390625,17.233169555664062,-0.07632681764662266,540,0.0003,-6.152373600006103,0.2,34.95697212219238,,
,3584,,,,,-1.1920928955078125e-07,0.018131059,0.0921875,12.614954948425293,-0.04068926740437746,550,0.0003,-6.038629722595215,0.2,25.963951873779298,-183.40706,400.0
56,3584,97.09677419354838,-283.4681317741935,0,34031,,,,,,,,,,,,
57,3648,97.09677419354838,-283.4681317741935,0,34122,0.0,0.027804287,0.1296875,10.095118522644043,-0.05949217453598976,560,0.0003,-6.034123516082763,0.2,21.150206565856934,,
58,3712,103.53125,-282.6728814375,0,34216,0.0,0.030136464,0.1515625,9.3436279296875,-0.05804337859153748,570,0.0003,-6.061284399032592,0.2,19.59343738555908,,
59,3776,103.53125,-282.6728814375,0,34310,0.0,0.063181914,0.328125,16.82830047607422,-0.07225181944668294,580,0.0003,-6.046624851226807,0.2,34.008976745605466,,
60,3840,103.53125,-282.6728814375,0,34402,0.0,0.017944407,0.1,9.790243148803711,-0.03122078850865364,590,0.0003,-6.02831335067749,0.2,20.437459182739257,,
61,3904,103.53125,-282.6728814375,0,34494,0.0,0.019797083,0.0953125,7.5298051834106445,-0.04488174580037594,600,0.0003,-5.948784112930298,0.2,15.891407012939453,,
62,3968,103.53125,-282.6728814375,0,34595,0.0,0.02780189,0.15,8.06164264678955,-0.0588639210909605,610,0.0003,-5.9719462394714355,0.2,17.00233898162842,,
63,4032,110.51515151515152,-281.3065534848485,0,34689,0.0,0.021823034,0.115625,8.682883262634277,-0.049968904629349706,620,0.0003,-5.904045534133911,0.2,18.23204174041748,,
,4096,,,,,0.0,0.026968703,0.1140625,14.277002334594727,-0.049054985865950584,630,0.0003,-5.842593050003051,0.2,29.216875648498537,-182.79319019999997,400.0
64,4096,110.51515151515152,-281.3065534848485,0,37613,,,,,,,,,,,,
65,4160,110.51515151515152,-281.3065534848485,0,37709,1.1920928955078125e-07,0.023035713,0.11875,8.843849182128906,-0.060087927244603635,640,0.0003,-5.830121088027954,0.2,18.61305980682373,,
66,4224,110.51515151515152,-281.3065534848485,0,37802,0.0,0.024265915,0.1265625,9.668349266052246,-0.055961475148797034,650,0.0003,-5.783435964584351,0.2,20.251771926879883,,
67,4288,110.51515151515152,-281.3065534848485,0,37892,1.1920928955078125e-07,0.023206677,0.10625,9.875944137573242,-0.056911615934222934,660,0.0003,-5.766378259658813,0.2,20.69276866912842,,
68,4352,110.51515151515152,-281.3065534848485,0,37983,0.0,0.047301535,0.24375,8.524406433105469,-0.06424493603408336,670,0.0003,-5.667219877243042,0.2,17.945811080932618,,
69,4416,110.51515151515152,-281.3065534848485,0,38074,0.0,0.035239927,0.21875,6.912813186645508,-0.07358060553669929,680,0.0003,-5.549051332473755,0.2,14.70722827911377,,
70,4480,110.51515151515152,-281.3065534848485,0,38166,5.960464477539063e-08,0.02203437,0.115625,7.92331600189209,-0.0418980436399579,690,0.0003,-5.505994129180908,0.2,16.683637046813963,,
71,4544,110.51515151515152,-281.3065534848485,0,38265,-1.1920928955078125e-07,0.026603311,0.11875,8.032673835754395,-0.05185915138572454,700,0.0003,-5.525634336471557,0.2,16.921680450439453,,
,4608,,,,,0.0,0.022957962,0.10625,9.193990707397461,-0.04341089520603418,710,0.0003,-5.436012125015258,0.2,19.260218811035156,-183.38051160000003,400.0
72,4608,110.51515151515152,-281.3065534848485,0,41197,,,,,,,,,,,,
73,4672,110.51515151515152,-281.3065534848485,0,41288,0.0,0.019447748,0.0984375,7.97336483001709,-0.038703645952045916,720,0.0003,-5.391503620147705,0.2,16.732965660095214,,
